1	1	1	81.3
1	1	1.25	84.2
1	1	1.5	86.4
1	1	1.75	88.9
1	1	2	91.4
1	1	3	101.1
1	1	4	109.5
1	1	5	115.8
1	1	6	121.9
1	1	7	130
1	1	8	138.2
1	1	8.5	141.1
1	1	9	144.3
1	1	9.5	147.5
1	1	10	150.5
1	1	10.5	153.4
1	1	11	156.2
1	1	11.5	159.7
1	1	12	163.8
1	1	12.5	168.8
1	1	13	174.9
1	1	13.5	181.2
1	1	14	186.3
1	1	14.5	189.6
1	1	15	191.3
1	1	15.5	192.1
1	1	16	192.8
1	1	16.5	193.2
1	1	17	193.8
1	1	17.5	194.3
1	1	18	195.1
2	1	1	76.2
2	1	1.25	80.4
2	1	1.5	83.2
2	1	1.75	85.4
2	1	2	87.6
2	1	3	97
2	1	4	104.6
2	1	5	112.3
2	1	6	118.9
2	1	7	125
2	1	8	130.1
2	1	8.5	133
2	1	9	135.4
2	1	9.5	137.5
2	1	10	139.7
2	1	10.5	142.2
2	1	11	144.2
2	1	11.5	146.2
2	1	12	148.1
2	1	12.5	149.8
2	1	13	151.6
2	1	13.5	153.8
2	1	14	156.3
2	1	14.5	159.2
2	1	15	163.3
2	1	15.5	167.7
2	1	16	171.5
2	1	16.5	174.3
2	1	17	176.1
2	1	17.5	177.4
2	1	18	178.7
3	1	1	76.8
3	1	1.25	79.8
3	1	1.5	82.6
3	1	1.75	84.7
3	1	2	86.7
3	1	3	94.2
3	1	4	100.4
3	1	5	107.1
3	1	6	112.3
3	1	7	118.6
3	1	8	124
3	1	8.5	126.5
3	1	9	128.9
3	1	9.5	131.2
3	1	10	133.4
3	1	10.5	135.8
3	1	11	138.4
3	1	11.5	141
3	1	12	143.6
3	1	12.5	146.8
3	1	13	150.8
3	1	13.5	155.1
3	1	14	159.5
3	1	14.5	163.3
3	1	15	166.8
3	1	15.5	167.8
3	1	16	168.8
3	1	16.5	169.8
3	1	17	170.9
3	1	17.5	171.2
3	1	18	171.5
4	1	1	74.1
4	1	1.25	78.4
4	1	1.5	82.6
4	1	1.75	85.4
4	1	2	88.1
4	1	3	98.6
4	1	4	104.4
4	1	5	111
4	1	6	116.3
4	1	7	123.2
4	1	8	129.9
4	1	8.5	133
4	1	9	136
4	1	9.5	138.7
4	1	10	141.4
4	1	10.5	144
4	1	11	146.4
4	1	11.5	148.8
4	1	12	151.4
4	1	12.5	154.5
4	1	13	157.7
4	1	13.5	162.2
4	1	14	167.4
4	1	14.5	172.5
4	1	15	176.3
4	1	15.5	178.5
4	1	16	179.8
4	1	16.5	180.7
4	1	17	181.4
4	1	17.5	181.6
4	1	18	181.8
5	1	1	74.2
5	1	1.25	76.3
5	1	1.5	78.3
5	1	1.75	80.3
5	1	2	82.2
5	1	3	89.4
5	1	4	96.9
5	1	5	104.1
5	1	6	110.7
5	1	7	115.8
5	1	8	121.7
5	1	8.5	125.2
5	1	9	128.5
5	1	9.5	131.2
5	1	10	134.2
5	1	10.5	137.4
5	1	11	140.5
5	1	11.5	143.3
5	1	12	145.9
5	1	12.5	148.7
5	1	13	152
5	1	13.5	155.8
5	1	14	160.4
5	1	14.5	165.1
5	1	15	168.5
5	1	15.5	170.4
5	1	16	171.6
5	1	16.5	172.4
5	1	17	172.5
5	1	17.5	172.5
5	1	18	172.5
6	1	1	76.8
6	1	1.25	79.1
6	1	1.5	81.1
6	1	1.75	84.4
6	1	2	87.4
6	1	3	94
6	1	4	102.4
6	1	5	109.2
6	1	6	116.1
6	1	7	121.9
6	1	8	127.8
6	1	8.5	129.8
6	1	9	132.4
6	1	9.5	135
6	1	10	137.3
6	1	10.5	139.7
6	1	11	142
6	1	11.5	144.1
6	1	12	146.9
6	1	12.5	150
6	1	13	153.4
6	1	13.5	157.3
6	1	14	161.6
6	1	14.5	165.2
6	1	15	168.8
6	1	15.5	170.1
6	1	16	171.5
6	1	16.5	172.1
6	1	17	172.6
6	1	17.5	173.2
6	1	18	173.8
7	1	1	72.4
7	1	1.25	76
7	1	1.5	79.4
7	1	1.75	82
7	1	2	84.2
7	1	3	93.2
7	1	4	101.6
7	1	5	109
7	1	6	117.3
7	1	7	122.9
7	1	8	128.3
7	1	8.5	130.9
7	1	9	133.7
7	1	9.5	136
7	1	10	138
7	1	10.5	139.9
7	1	11	141.6
7	1	11.5	143.4
7	1	12	145.5
